Name;Category;Price;NetPrice;DeliveryTime;DeliveryCost;Description;Url
Tok Apple iPhone 7 oldalra nyíló flipes tok - Nillkin Sparkle - rose gold;Tokok és táskák > Nillkin > Nillkin Sparkle > Apple;43055;33902;6;990;A Sparkle tokok válogatott bőrből és környezetbarát műanyagból készültek. A vékony kagylóforma kialakítás és a finom anyagok kiváló látványt nyújtanak. A puha légáteresztő belső rész megvédi a kijelzőt. A hátoldal magas minőségű műanyagból készült ékszerek ihlette színekkel, lenyűgüző látványt nyújtva. Az egységes fedél és hátlap rendkívül tartós, ütésálló és egyszerűen gyönyörű.;http://tesztbolt.hu/HF-NL127449/Apple-iPhone-7-oldalra-nyilo-flipes-tok-Nillkin-Sp
LG L90 D405 képernyővédő fólia - 2 db/csomag (Crystal/Antireflex HD);Képernyővédő fóliák és üvegek > LG;5090;4008;6;990;Crystal - átlátszó védőfólia: kontrasztos és hatékonyan véd a karcolások ellen AntiReflex HD - enyhén matt védőfólia: csökkenti a tükröződést és az ujjlenyomatokat 2 db fólia a csomagban nagy felbontású kijelzőkhöz is ajánlott (Retina, HD) Tökéletes illeszkedés a képernyő alakjához (lézer technológiával vágott) A felhelyezéssel a színek megjelenítése és a felbontás nem változik Maradvány nélkül eltávolítható Az EasyApp KIT segítségével egyszerű a fólia felhelyezése Nem befolyásolja az érintőképernyő érzékenységét és olvashatóságot Tartós és vékony - 3H keménységű Véd a karcolásoktól és a szennyeződésektől Antibakteriális bevonattal rendelkezik (colon bacillus és staphylococcus) A felhelyezés előtt gondosan zsírtalanítsa a felületet Csomag tartalma: védőfólia típusra szabott: 1x Crystal, 1x AntiReflex HD (tökéletesen az adott képernyő alakjára szabott) törlőkendő, EasyApp KIT a könnyű felhelyezéshez, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás;http://tesztbolt.hu/HF-LA-554/LG-L90-D405-kepernyovedo-folia-2-db-csomag-Crystal
USB Type-C - USB Type-C gyári adat- és töltőkábel 115 cm-es vezetékkel - Huawei LX1030 - black (ECO csomagolás);Gyári tartozékok > Adatátvitel > Huawei;34805;27406;6;990;;http://tesztbolt.hu/HF-HUW-0072/USB-Type-C-USB-Type-C-gyari-adat-es-toltokabel-115
Tok Apple iPhone 6 Plus/6S Plus valódi bőr flipes tok - Aston Martin Racing Folio Book Case - white;Tokok és táskák > Aston Martin;1829;1440;6;990;- Aston Martin Racing által hivatalosan engedélyezett - Prémium olaszországi bőrréteg - Mikroszálas bélés - Mozizáshoz stabil helyzetbe állítható - 360 fokos teljes körű védelem;http://tesztbolt.hu/HF-ST963033/Apple-iPhone-6-Plus-6S-Plus-valodi-bor-flipes-tok
Tok Apple iPhone 6 Plus/6S Plus hátlap - Muvit miniGel - blue;Telefon hátlapok > Muvit;20233;15931;6;990;;http://tesztbolt.hu/HF-I-MUSKI0416/Apple-iPhone-6-Plus-6S-Plus-hatlap-Muvit-miniGel-b
Tok Samsung G935F Galaxy S7 Edge szilikon hátlap - Jelly Flash - kék;Telefon hátlapok > Jelly > Jelly Flash > Samsung;38824;30570;6;990;;http://tesztbolt.hu/HF-PT-3034/Samsung-G935F-Galaxy-S7-Edge-szilikon-hatlap-Jelly
Tok Apple iPhone 6 Plus/6S Plus szilikon hátlap - Devia Vango Soft - ice bear;iPhone 3/4/5/6/7 tartozékok > Telefon hátlapok > iPhone 6 Plus/6S Plus;6794;5350;6;990;;http://tesztbolt.hu/HF-ST979621/Apple-iPhone-6-Plus-6S-Plus-szilikon-hatlap-Devia
Samsung N9000 Galaxy Note 3 asztali töltő + audió be/kimenet - fekete;Töltők > Asztali töltők > Samsung;11381;8961;6;990;;http://tesztbolt.hu/HF-HD-DK12BK/Samsung-N9000-Galaxy-Note-3-asztali-tolto-audio-be
Tok Slim Flip bőrtok - Samsung SM-G920 Galaxy S6 - fekete;Tokok és táskák > Slim Flip > Samsung;25577;20139;6;990;;http://tesztbolt.hu/HF-PT-2262/Slim-Flip-bortok-Samsung-SM-G920-Galaxy-S6-fekete
LG L40 D160 képernyővédő fólia - 2 db/csomag (Crystal/Antireflex);Képernyővédő fóliák és üvegek > LG;2398;1888;6;990;tökéletesen illeszkedik az adott képernyő alakjához védi a képernyőt a szennyeződésektől és a karcolásoktól felújítja a karcos képernyőt, javítja kontrasztosságát felhelyezése egyszerű, és eltávolítása sem okoz gondot tökéletesen bevált érintőképernyőkhöz CRYSTAL - ideálisan átlátszó, többször felhasználható (vizes átöblítés után) AntiReflex - matt felületű, antireflex hatású, karcolásoknak ellenálló Csomag tartalma: védőfólia típusra szabott: 1x Crystal, 1x AntiReflex (tökéletesen az adott képernyő alakjára szabott) törlőkendő, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás;http://tesztbolt.hu/HF-LA-553/LG-L40-D160-kepernyovedo-folia-2-db-csomag-Crystal
Telenor One Touch képernyővédő fólia - 2 db/csomag (Crystal/Antireflex);Képernyővédő fóliák és üvegek > Telenor;30201;23780;6;990;tökéletesen illeszkedik az adott képernyő alakjához védi a képernyőt a szennyeződésektől és a karcolásoktól felújítja a karcos képernyőt, javítja kontrasztosságát felhelyezése egyszerű, és eltávolítása sem okoz gondot tökéletesen bevált érintőképernyőkhöz CRYSTAL - ideálisan átlátszó, többször felhasználható (vizes átöblítés után) AntiReflex - matt felületű, antireflex hatású, karcolásoknak ellenálló Csomag tartalma: védőfólia típusra szabott: 1x Crystal, 1x AntiReflex (tökéletesen az adott képernyő alakjára szabott) törlőkendő, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás;http://tesztbolt.hu/HF-LA-199/Telenor-One-Touch-kepernyovedo-folia-2-db-csomag-C
Tok Apple iPhone 6/6S védőtok - OtterBox Commuter - black;Telefon hátlapok > Ütésálló hátlapok > Apple;5378;4235;6;990;Az Otterbox az egyik legismertebb és legelismertebb tokgyártó. Elsősorban vízálló, ütésálló megoldásairól ismert a gyártó, de hosszú évek óta készít konzumer készülékekre méretezett megoldásokat is. Az új sorozat neve Commuter márkanév alatt kerül bevezetésre, Különlegessége, hogy a hagyományos otterbox tokokal szemben vékonyabb, elsősorban &quot, utcai viseletre&quot, , azaz nem extrém körülmények közé tervezett védelmet kínál. A Commuter sorozat 3 rétegből áll: Kijelzővédő fólia - képernyővédelem Szilikongumi, a készüléktestre feszülő tok, melyen keresztül a portok, gombok elérhetők maradnak Erős polikarbonát héjszerekezet A fenti három réteg kombinációjaként létrejövő tokozat vékony, viselhető tokot eredményez. Az érintőképernyők ugyanolyan jól használhatók, mint az eredeti készülékeken, a tokok pedig a kombinált szilikon-polikarbonát kialakításnak köszönhetően a legtöbb &quot, véletlen balesettől&quot, képesek megvédeni a készülékeket.;http://tesztbolt.hu/HF-OT77-50541/Apple-iPhone-6-6S-vedotok-OtterBox-Commuter-black
Tok Huawei P10 oldalra nyíló flipes tok - Nillkin Qin - piros;Telefon hátlapok > Nillkin > Nillkin Qin > Huawei;5856;4611;6;990;Nillkin Qin bőrtok természetes textúrájú, kiváló tapintású bőrből készült flipes tok elegáns stílusban. A lágy finom bélés csúszásgátló anyagának köszönhetően nem csak védi készülékét a szennyeződésektől, hanem ötvözi a divatot a hasznossággal. A klasszikus felhajtható bőr fedél 360 fokos védelmet biztosít mobiltelefonjának. A fedél belső oldalán található nyílásban kényelmesen tárolhatja kártyáját. A fedlapon található nikkelből készült logó még elegánsabbá, stílusosabbá teszi a tokot. - Felhelyezése nagyon egyszerű és gyors - Megvédi készüléke kijelzőjét a karcolásoktól is;http://tesztbolt.hu/HF-NL139350/Huawei-P10-oldalra-nyilo-flipes-tok-Nillkin-Qin-pi
Tok Samsung N7100 Galaxy Note II hátlap - Case-Mate Barely There - pink;Telefon hátlapok > Case-Mate;48560;38236;6;990;;http://tesztbolt.hu/HF-CM023456/Samsung-N7100-Galaxy-Note-II-hatlap-Case-Mate-Bare
Tok Apple iPhone 6/6S hátlap - Devia Mighty Bumper - rose gold;Telefon hátlapok > Devia > iPhone 6/6S;5683;4475;6;990;;http://tesztbolt.hu/HF-ST979355/Apple-iPhone-6-6S-hatlap-Devia-Mighty-Bumper-rose
Tok HTC Desire C szilikon hátlap - LUX;Telefon hátlapok > Lux;29547;23265;6;990;;http://tesztbolt.hu/HF-PT-769/HTC-Desire-C-szilikon-hatlap-LUX
Samsung gyári USB szivargyújtós töltő adapter - 5V/2A - EP-LN915U black - Adaptive Fast Charging (csomagolás nélküli);Tablet tartozékok > Töltők > Szivargyújtó töltők > Samsung;43714;34420;6;990;A töltő a Samsung Adaptive Fast Charging technológia segítségével a kompatibilis telefonok akkumulátorát akár már 30 perc alatt 50% -ra tölti. A nem kompatibilis telefonokat maximum 2 Amperrel tölti. output: 5V/2A 9V/1,67A Fast Charging kompatibilitás: Samsung Galaxy sorozat: S6 S6 Edge S6 Edge Plus S7 S7 Edge S8 S8+ Note 4 Note 5 Note 7 Note 8 stb...;http://tesztbolt.hu/HF-SAM-0665/Samsung-gyari-USB-szivargyujtos-tolto-adapter-5V-2
Devia univerzális sztereó felvevős fülhallgató - 3, 5 mm jack - Devia Acorn T1 In-Ear Headphones - red;iPhone 3/4/5/6/7 tartozékok > Headsettek;3150;2480;6;990;- Elegáns és divatos megjelenés, a megjelenés szabadalom - Beépített távvezérlővel és mikrofonnal rendelkezik, beállíthatja a hangerőt, ellenőrízheti a zene lejátszást, hívások fogadását és befejezését - Térhatású hifi hang - Fülbe illeszkedő kialakítás, kényelmes viselet, - Magával ragadó hangminőség - Tartós TPE kábel, környezetbarát anyag - Kis, közepes és nagy méretű fülhallgató puha és kényelmes, alkalmas a legtöbb ember számára - 3,5 mm-es szabványos jack hosszantartó használat és széles kompatibilitás - Anyag: ezüst bevonatú réz huzalok + TPE - In-ear - Csatlakozás típusa: vezetékes - Csatlakozó típusa: 3,5 mm - Érzékenység: 93 ? 3 dB - Frekvencia: 20Hz - 20KHz - Impedancia: 32 - Kábel hossza: 1,2 m Kompatibiliás: - iPhone, iPad, iPod sorozat - Samsung, HTC, LG, Sony stb. okostelefonok és más eszköz amely 3,5 mm-es audio jack csatlakozóval rendelkezik;http://tesztbolt.hu/HF-ST986995/Devia-univerzalis-sztereo-felvevos-fulhallgato-35
Tok Apple iPhone 7 Plus szilikon hátlap - BCN Caseland Love Firma - transparent;iPhone 3/4/5/6/7 tartozékok > Telefon hátlapok > iPhone 7 Plus;5389;4243;6;990;;http://tesztbolt.hu/HF-CLLMI7PL045/Apple-iPhone-7-Plus-szilikon-hatlap-BCN-Caseland-L
Samsung J120F Galaxy J1 (2016) gyémántüveg képernyővédő fólia - 1 db/csomag (Diamond Glass);Képernyővédő fóliák és üvegek > Samsung;8498;6691;6;990;Diamond Glass - Edzett gyémántüveg, különleges, könnyen tisztítható oleophobic felülettel Teszt győztes: a német Connect magazin védőüveg tesztjének győztese (2014/12). A teljesen átlátszó, japán gyártmányú, edzett gyémánt védőüveg a legmagasabb szintű karcolás elleni védelemmel rendelkezik (9H). Megóvja kijelzőjét az esetleges sérülésektől, ütésektől, kosztól és egyéb szennyeződésektől is. Az üveg a kijelző felületére tökéletesen illeszkedik, a lézeres vágásnak köszönhetően. Az ujjaknak könnyű használatot biztosító gyémántüvegről könnyedén eltávolíthatóak a használatból eredő zsíros szennyeződések. Az érintőkijelző érzékenységét az üveg nem befolyásolja. Egyszerűen és buborékmentesen felhelyezhető, eltávolítás után sem hagy nyomot. teljesen átlátszó sérülések elleni védelem karcolások elleni védelem - 9H Egyszerűen és precízen felhelyezhető a csomagolásban található EasyApp KIT segítségével. HASZNOS INFORMÁCIÓK ÜVEGFÓLIA FELHELYEZÉSÉHEZ - Felhelyezés előtt használjuk a nedves törlőkendőt, zsírtalanítsuk vele a felületet, eltávolítva minden szennyeződést, ügyelve arra, hogy por vagy szösz ne kerüljön a kijelzőre. - Ezt követően töröljük szárazra a kijelzőt, ügyelve arra hogy por vagy szösz, újjlenyomat ne kerüljön rá. - Óvatosan húzzuk le róla az 1-es számmal jelölt fóliaréteget, ezt ki is dobhatjuk. A továbbiakban nem lesz rá szükségünk. - Fogjuk meg az üveget mindkét kezünkkel a négy sarkánál és felülről pontosan illesszük a készülékre. - Véletlen se fogjuk meg ezt a &quot, tapadós&quot, felületet, figyeljünk arra hogy a hangszóró vagy gombok kivágása a megfelelő helyre essen, illetve az oldalaknál párhuzamosan fussanak. - Óvatosan engedjük rá a készülékre. - Ha pontosan sikerült ráilleszteni, akkor nyomjuk meg az üveget enyhén, egy újjal a középen felülről, amely középről indulva szétterül és rátapad a kijelzőre. - Az esetleges légbuborékok ( feltéve ha nem porszem vagy szösz van alatta ) 1-2 napon belül felszívódnak.;http://tesztbolt.hu/HF-LA-1018/Samsung-J120F-Galaxy-J1-2016-gyemantuveg-kepernyov
Tok Apple iPhone 7 Plus hátlap - Devia Ceo - champagne gold;Telefon hátlapok > Devia > iPhone 7 Plus;49627;39076;6;990;;http://tesztbolt.hu/HF-ST992880/Apple-iPhone-7-Plus-hatlap-Devia-Ceo-champagne-gol
Tok Slim Flexi Flip bőrtok - Huawei P8 - fekete;Tokok és táskák > Slim Flexi Flip > Huawei;23790;18732;6;990;;http://tesztbolt.hu/HF-PT-2353/Slim-Flexi-Flip-bortok-Huawei-P8-fekete
Tok Nokia Lumia 830 szilikon hátlap - Ultra Slim 0, 3 mm - transparent;Telefon hátlapok > 0.3 mm Ultra Slim hátlapok > Nokia;22923;18050;6;990;;http://tesztbolt.hu/HF-PT-1941/Nokia-Lumia-830-szilikon-hatlap-Ultra-Slim-03-mm-t
Tok Apple iPhone 6 Plus/6S Plus hátlap - Muvit miniGel - black;Telefon hátlapok > Muvit;6673;5254;6;990;;http://tesztbolt.hu/HF-I-MUSKI0411/Apple-iPhone-6-Plus-6S-Plus-hatlap-Muvit-miniGel-b
Tok Samsung G955F Galaxy S8 Plus szilikon hátlap - Jelly Flash Mat - fekete;Telefon hátlapok > Jelly > Jelly Flash Mat > Samsung;11621;9150;6;990;;http://tesztbolt.hu/HF-PT-3896/Samsung-G955F-Galaxy-S8-Plus-szilikon-hatlap-Jelly
Tok Samsung N7100 Galaxy Note II hátlap - Case-Mate Tough - black;Telefon hátlapok > Case-Mate;44624;35137;6;990;;http://tesztbolt.hu/HF-CM023460/Samsung-N7100-Galaxy-Note-II-hatlap-Case-Mate-Toug
Tok Apple iPad Mini 4 védőtok on/off funkcióval - Vouni Simple Grace - pink;Tablet tartozékok > Tokok > Apple;38513;30325;6;990;- Anyaga: PC + bőr - Összecsukható, intelligens On/Off funkció - PC átlátszó kristály hátsó borító, mutasd készülék eredeti színét, anti-crash, anti-shock - Stabil tartást, pontos nyílások;http://tesztbolt.hu/HF-ST978273/Apple-iPad-Mini-4-vedotok-on-off-funkcioval-Vouni
Tok Samsung G930F Galaxy S7 szilikon hátlap - Jelly Electro - gold;Telefon hátlapok > Samsung;33503;26380;6;990;;http://tesztbolt.hu/HF-PT-3122/Samsung-G930F-Galaxy-S7-szilikon-hatlap-Jelly-Elec
Tok LG V10 H960A oldalra nyíló flipes tok - Nillkin Sparkle - fehér;Tokok és táskák > Nillkin > Nillkin Sparkle > LG;36510;28748;6;990;A Sparkle tokok válogatott bőrből és környezetbarát műanyagból készültek. A vékony kagylóforma kialakítás és a finom anyagok kiváló látványt nyújtanak. A puha légáteresztő belső rész megvédi a kijelzőt. A hátoldal magas minőségű műanyagból készült ékszerek ihlette színekkel, lenyűgüző látványt nyújtva. Az egységes fedél és hátlap rendkívül tartós, ütésálló és egyszerűen gyönyörű.;http://tesztbolt.hu/HF-NL108905/LG-V10-H960A-oldalra-nyilo-flipes-tok-Nillkin-Spar
Tok Sony Xperia XA Ultra (F3212/F3216) szilikon hátlap - Jelly Flash Mat - fekete;Telefon hátlapok > Jelly > Jelly Flash Mat > Sony;20955;16500;6;990;;http://tesztbolt.hu/HF-PT-4014/Sony-Xperia-XA-Ultra-F3212-F3216-szilikon-hatlap-J
Tok Samsung J120F Galaxy J1 (2016) szilikon hátlap - Jelly Brush - kék;Telefon hátlapok > Samsung;7450;5866;6;990;;http://tesztbolt.hu/HF-PT-3218/Samsung-J120F-Galaxy-J1-2016-szilikon-hatlap-Jelly
Univerzális USB hálózati töltő adapter + micro USB adatkábel - 5V/1A - black;Töltők > USB töltők > Micro USB;23193;18262;6;990;;http://tesztbolt.hu/HF-NSY054/Univerzalis-USB-halozati-tolto-adapter-micro-USB-a
Tok Sony Xperia XA Ultra (F3212/F3216) szilikon hátlap - Nillkin Nature - transparent;Telefon hátlapok > Sony;44427;34982;6;990;A Nillkin megalkotta ezt a vékony áttetsző a készülék egyediségét megtartó szilikon tokot. Természetes környezetbarát anyagokból készült. Teljesen körülöleli a készüléket mégis egyszerű hozzáférést biztosít a kezelőgombokhoz. Az oldalán lévő matt felületek csúszásgátló hatásúak, így nem kell aggódnia a leejtéstől.;http://tesztbolt.hu/HF-NL126565/Sony-Xperia-XA-Ultra-F3212-F3216-szilikon-hatlap-N
Univerzális hangszóró 3, 5 mm jack csatlakozóval és vezetékkel - LED Sound Dancing Water - kék;Tablet tartozékok > Audio tartozékok;16277;12817;6;990;Termék információ: A lejátszó hangerejének és hangszínének szabályozásának segítségével kontorllálja a víz magasságát, ütemét. Kompatibilis minden zene lejátszóval, MP3/MP4 lejátszóval, mobiltelefonnal, számítógéppel, stb. Standard USB áramellátás Egyszerű, divatos megjelenés, otthoni és irodai környezethez könnyen hozzáillik 100% mérgezőanyag mentes, környezetbarát kivitelezés Alapadatok: Típus 2.0 Teljesítmény: 6 W Csatlakozó: Jack 3,5mm 1 db USB 1 db;http://tesztbolt.hu/HF-LSSPK20BL/Univerzalis-hangszoro-35-mm-jack-csatlakozoval-es
Samsung S7270 Galaxy Ace 3 gyári akkumulátor - Li-Ion 1500 mAh - EB-B100AE (csomagolás nélküli);Gyári tartozékok > Akkumulátorok > Samsung;11597;9131;6;990;;http://tesztbolt.hu/HF-SAM-0506/Samsung-S7270-Galaxy-Ace-3-gyari-akkumulator-Li-Io
Tok Samsung G930F Galaxy S7 védőtok - OtterBox Symmetry - glacier;Telefon hátlapok > Ütésálló hátlapok > Samsung;8981;7072;6;990;Az Otterbox az egyik legismertebb és legelismertebb tokgyártó. Elsősorban vízálló, ütésálló megoldásairól ismert a gyártó, de hosszú évek óta készít konzumer készülékekre méretezett megoldásokat is. Az új sorozat neve Symmetry márkanév alatt kerül bevezetésre. Különlegessége hogy a hagyományos Otterbox tokokkal szemben vékonyabb, elsősorban &quot, utcai viseletre&quot, , azaz nem extrém körülmények közé tervezett védelmet kínál. Kettős anyagból, de egy darabból álló kialakítású, amely egy szintetikus gumi belsőből és egy külső polikarbonát héjból áll Szintetikus gumi belső elnyelni az ütések által okozott sokkot Kemény műanyag külső pedig segít megvédeni a karcolásoktól a készüléket A szintetikus gumiból álló emelt ferde él megőrzi az érintőképernyő épségét;http://tesztbolt.hu/HF-OT77-53079/Samsung-G930F-Galaxy-S7-vedotok-OtterBox-Symmetry
Tok LG G3 S D722 hátlap - Muvit miniGel - white;Telefon hátlapok > LG;42067;33124;6;990;;http://tesztbolt.hu/HF-I-MUSKI0424/LG-G3-S-D722-hatlap-Muvit-miniGel-white
Tok Samsung i9500 Galaxy S4 alumínium hátlap - pink;Tokok és táskák > Pierre Cardin tokok > Hátlapok;41733;32861;6;990;Pierre Cardin;http://tesztbolt.hu/HF-BCALPK-S4/Samsung-i9500-Galaxy-S4-aluminium-hatlap-pink
Tok Samsung SM-G900 Galaxy S5 alumínium hátlap - black;Tokok és táskák > Pierre Cardin tokok > Hátlapok;8648;6809;6;990;Pierre Cardin;http://tesztbolt.hu/HF-BCALBK-S5/Samsung-SM-G900-Galaxy-S5-aluminium-hatlap-black
Tok Samsung SM-G920 Galaxy S6 hátlap - Case-Mate Tough - black;Telefon hátlapok > Samsung;1405;1106;6;990;;http://tesztbolt.hu/HF-CM032349/Samsung-SM-G920-Galaxy-S6-hatlap-Case-Mate-Tough-b
Tok Samsung SM-N920 Galaxy Note 5 hátlap képernyővédő fóliával - Nillkin Frosted Shield - barna;Telefon hátlapok > Nillkin > Nillkin Frosted Shield > Samsung;5528;4353;6;990;NILLKIN Super Frosted hátlap képernyővédő fóliával: A Nillkin Super Frosted elegáns megjelenésű hátlapok hatékony védelmet nyújtanak a mobiltelefonnak, aktív használat mellett is. A védelem kiegészítéseként Nillkin Super Clear képernyővédő fóliát is tartalmaz a csomagolás. A hátlap ultrakönnyű és precízen a telefon hátlapjára illeszkedik, így a készülék méretét és súlyát alig változtatja meg, de mindemellett a speciális ütéselnyelő anyagnak köszönhetően stabil védelmet is biztosít. A kényelmes, ujjlenyomat- és csúszásmentes tapintás érdekében speciális Nillkin UV festési technológiával készült. Minden gyárilag kialakított nyíláshoz (töltő, hangszóró stb. ) tökéletesen illeszkedik. Főbb jellemzők: - csúszásállóság - vékony kialakítás - ultra könnyű - precíz és stabil illeszkedés a telefonhoz - hatékony védelem - ujjlenyomat mentesség;http://tesztbolt.hu/HF-NL102156/Samsung-SM-N920-Galaxy-Note-5-hatlap-kepernyovedo
Tok Apple iPhone 7 Plus hátlap - IMAK Crystal Clear Slim - transparent;Telefon hátlapok > IMAK > Crystal Clear Slim > Apple;32756;25792;6;990;IMAK Crystal Clear slim hátlap: Teljesen átlátszó, az eredeti hátlapot nem elfedő védelem a mobiltelefonnak. Speciális anyagból készült (IMAK Flex), amely megfelelően kemény tartást ad. A hátlap könnyű és vékony, így a készülék méretét illetve súlyát alig változtatja meg, de megfelelő védelmet is biztosít. A tervezésnél és gyártásnál figyeltünk a pontos illeszkedésre és a szükséges kivágásokra. - teljesen átlátszó - csúszás- és ujjlenyomatmentes bevonat - könnyű és vékony - speciális IMAK Flex anyagból készült - minden gyárilag kialakított nyíláshoz (töltő, kamera, vaku, hangszóró stb. ) tökéletesen illeszkedik - hatékonyan véd a sérülések és karcolások ellen;http://tesztbolt.hu/HF-IK853408/Apple-iPhone-7-Plus-hatlap-IMAK-Crystal-Clear-Slim
Tok Slim Flexi Flip bőrtok - Apple iPhone 5C - narancs;Tokok és táskák > Slim Flexi Flip > Apple;6222;4899;6;990;;http://tesztbolt.hu/HF-PT-1535/Slim-Flexi-Flip-bortok-Apple-iPhone-5C-narancs
Tok LG G5 H850 szilikon hátlap - Jelly Bright 0, 3 mm - fehér;Telefon hátlapok > Jelly > Jelly Bright 0.3 mm > LG;35275;27776;6;990;;http://tesztbolt.hu/HF-PT-2851/LG-G5-H850-szilikon-hatlap-Jelly-Bright-03-mm-fehe
Tok LG G5 H850 védőtok - OtterBox Symmetry - prevail;Telefon hátlapok > Ütésálló hátlapok > LG;34934;27507;6;990;Az Otterbox az egyik legismertebb és legelismertebb tokgyártó. Elsősorban vízálló, ütésálló megoldásairól ismert a gyártó, de hosszú évek óta készít konzumer készülékekre méretezett megoldásokat is. Az új sorozat neve Symmetry márkanév alatt kerül bevezetésre. Különlegessége hogy a hagyományos Otterbox tokokkal szemben vékonyabb, elsősorban &quot, utcai viseletre&quot, , azaz nem extrém körülmények közé tervezett védelmet kínál. Kettős anyagból, de egy darabból álló kialakítású, amely egy szintetikus gumi belsőből és egy külső polikarbonát héjból áll Szintetikus gumi belső elnyelni az ütések által okozott sokkot Kemény műanyag külső pedig segít megvédeni a karcolásoktól a készüléket A szintetikus gumiból álló emelt ferde él megőrzi az érintőképernyő épségét;http://tesztbolt.hu/HF-OT77-53523/LG-G5-H850-vedotok-OtterBox-Symmetry-prevail
Tok Sony Xperia Z1 Compact (D5503) hátlap - Made for Xperia Muvit Bimat - red/clear;Telefon hátlapok > Made for Xperia Muvit;22860;18000;6;990;;http://tesztbolt.hu/HF-I-SEBMC0027/Sony-Xperia-Z1-Compact-D5503-hatlap-Made-for-Xperi
Samsung S5350 Shark képernyővédő fólia - 2 db/csomag (Crystal/Antireflex);Képernyővédő fóliák és üvegek > Samsung;49577;39037;6;990;tökéletesen illeszkedik az adott képernyő alakjához védi a képernyőt a szennyeződésektől és a karcolásoktól felújítja a karcos képernyőt, javítja kontrasztosságát felhelyezése egyszerű, és eltávolítása sem okoz gondot tökéletesen bevált érintőképernyőkhöz CRYSTAL - ideálisan átlátszó, többször felhasználható (vizes átöblítés után) AntiReflex - matt felületű, antireflex hatású, karcolásoknak ellenálló Csomag tartalma: védőfólia típusra szabott: 1x Crystal, 1x AntiReflex (tökéletesen az adott képernyő alakjára szabott) törlőkendő, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás;http://tesztbolt.hu/HF-LA-107/Samsung-S5350-Shark-kepernyovedo-folia-2-db-csomag
Tok Pierre Cardin Business vízszintes, csatos-fűzős, különleges minőségű tok mobiltelefonhoz - TS3 méret;Tokok és táskák > Pierre Cardin tokok > Business;32917;25919;6;990;fekete bőrtok rejtett mágneses zárral;http://tesztbolt.hu/HF-1216-38TS3/Pierre-Cardin-Business-vizszintes-csatos-fuzos-kul
Tok HTC U Play szilikon hátlap - Roar All Day Full 360 - fekete;Telefon hátlapok > Jelly > Jelly Roar All Day > HTC;13959;10991;6;990;;http://tesztbolt.hu/HF-PT-3860/HTC-U-Play-szilikon-hatlap-Roar-All-Day-Full-360-f
Tok LG V10 H960A oldalra nyíló flipes tok - Nillkin Qin - fekete;Tokok és táskák > Nillkin > Nillkin Qin > LG;17550;13819;6;990;Nillkin Qin bőrtok természetes textúrájú, kiváló tapintású bőrből készült flipes tok elegáns stílusban. A lágy finom bélés csúszásgátló anyagának köszönhetően nem csak védi készülékét a szennyeződésektől, hanem ötvözi a divatot a hasznossággal. A klasszikus felhajtható bőr fedél 360 fokos védelmet biztosít mobiltelefonjának. A fedél belső oldalán található nyílásban kényelmesen tárolhatja kártyáját. A fedlapon található nikkelből készült logó még elegánsabbá, stílusosabbá teszi a tokot. - Felhelyezése nagyon egyszerű és gyors - Megvédi készüléke kijelzőjét a karcolásoktól is;http://tesztbolt.hu/HF-NL109247/LG-V10-H960A-oldalra-nyilo-flipes-tok-Nillkin-Qin
Samsung SM-T230/T231/T235 Galaxy Tab 4 7.0 képernyővédő fólia - 1 db/csomag (Crystal);Tablet tartozékok > Képernyővédő fóliák > Samsung;35991;28339;6;990;;http://tesztbolt.hu/HF-LA-540/Samsung-SM-T230-T231-T235-Galaxy-Tab-4-7-0-keperny
Tok Apple iPad Mini 4 védőtok (Smart Case) on/off funkcióval - Devia Light Grace - pink;iPhone 3/4/5/6/7 tartozékok > Telefon hátlapok > Devia > iPad;42213;33239;6;990;;http://tesztbolt.hu/HF-ST978662/Apple-iPad-Mini-4-vedotok-Smart-Case-on-off-funkci
Tok Samsung SM-G920 Galaxy S6 flipes tok kártyatartóval - Muvit Slim and Stand - white;Tokok és táskák > Muvit;38473;30294;6;990;;http://tesztbolt.hu/HF-I-MUSNS0180/Samsung-SM-G920-Galaxy-S6-flipes-tok-kartyatartova
Tok LG G6 H870 oldalra nyíló flipes tok - Nillkin Sparkle - fehér;Tokok és táskák > Nillkin > Nillkin Sparkle > LG;1138;896;6;990;A Sparkle tokok válogatott bőrből és környezetbarát műanyagból készültek. A vékony kagylóforma kialakítás és a finom anyagok kiváló látványt nyújtanak. A puha légáteresztő belső rész megvédi a kijelzőt. A hátoldal magas minőségű műanyagból készült ékszerek ihlette színekkel, lenyűgüző látványt nyújtva. Az egységes fedél és hátlap rendkívül tartós, ütésálló és egyszerűen gyönyörű.;http://tesztbolt.hu/HF-NL279570/LG-G6-H870-oldalra-nyilo-flipes-tok-Nillkin-Sparkl
