Name	Category	Price	NetPrice	DeliveryTime	DeliveryCost	Description	Url	ItemCode
Cartus cerneala HP 951 cyan CN050AE (CN050AE)	Tonere, cartuse, consumabile > Inkjet	47797	37635	6	FREE	"<p><strong>Cartus cerneala cyan HP 951</strong> (HP951) <br>Cod produs : <strong>CN050AE</strong> <br>Compatibilitate produs : cartus original <br>Numar pagini : 700 @ acoperire 5%</p> 	<p>Pentru echipamentele :</p> 	<p>HP OfficeJet Pro 251DW, HP OfficeJet Pro 276DW <br>HP OfficeJet Pro 8100 N811A, HP OfficeJet Pro 8600A E-AIO (All In One), HP OfficeJet Pro 8600A Plus E-AIO <br>HP OfficeJet Pro 8610 E-AIO,   HP OfficeJet Pro 8620 e-AIO  </p> 	<p> </p>"	http://www.testshop.ro/Cartus-cerneala-hp-951-cyan-cn050ae	10934
Cartus cerneala HP 951 magenta CN051AE (CN051AE)	Tonere, cartuse, consumabile > Inkjet	27726	21831	6	FREE	<p><strong>Cartus cerneala magenta HP 951</strong> (HP951) <br>Cod produs : <strong>CN051AE</strong> <br>Compatibilitate produs : cartus original <br>Numar pagini : 700 @ acoperire 5%</p><p>Pentru echipamentele :</p><p>HP OfficeJet Pro 251DW, HP OfficeJet Pro 276DW <br>HP OfficeJet Pro 8100 N811A, HP OfficeJet Pro 8600A E-AIO (All In One), HP OfficeJet Pro 8600A Plus E-AIO <br>HP OfficeJet Pro 8610 E-AIO,   HP OfficeJet Pro 8620 e-AIO  </p><p> </p>	http://www.testshop.ro/Cartus-cerneala-hp-951-magenta-cn051ae	10091
Cartus cerneala HP 951 yellow CN052AE (CN052AE)	Tonere, cartuse, consumabile > Inkjet	38615	30406	6	FREE	<p><strong>Cartus cerneala yellow HP 951</strong> (HP951) <br>Cod produs : <strong>CN052AE</strong> <br>Compatibilitate produs : cartus original <br>Numar pagini : 700 @ acoperire 5%</p><p>Pentru echipamentele :</p><p>HP OfficeJet Pro 251DW, HP OfficeJet Pro 276DW <br>HP OfficeJet Pro 8100 N811A, HP OfficeJet Pro 8600A E-AIO (All In One), HP OfficeJet Pro 8600A Plus E-AIO <br>HP OfficeJet Pro 8610 E-AIO,   HP OfficeJet Pro 8620 e-AIO  </p><p> </p>	http://www.testshop.ro/Cartus-cerneala-hp-951-yellow-cn052ae	10511
Cartus cerneala HP 951XL cyan CN046AE (CN046AE)	Tonere, cartuse, consumabile > Inkjet	42726	33643	6	FREE	"<p><strong>Cartus cerneala cyan HP 951XL</strong> (HP951XL) <br>Cod produs : <strong>CN046AE</strong> <br>Compatibilitate produs : cartus original <br>Volum cerneala : 17 ml <br>Numar pagini : 1500@ acoperire 5%</p> 	<p>Pentru echipamentele :</p> 	<p>HP OfficeJet Pro 251DW, HP OfficeJet Pro 276DW <br>HP OfficeJet Pro 8100 N811A, HP OfficeJet Pro 8600A E-AIO (All In One), HP OfficeJet Pro 8600A Plus E-AIO <br>HP OfficeJet Pro 8610 E-AIO,   HP OfficeJet Pro 8620 e-AIO  </p> 	<p> </p>"	http://www.testshop.ro/Cartus-cerneala-hp-951xl-cyan-cn046ae	10145
Cartus cerneala HP 951XL magenta CN047AE (CN047AE)	Tonere, cartuse, consumabile > Inkjet	34405	27091	6	FREE	<p><strong>Cartus cerneala magenta HP 951XL</strong> (HP951XL) <br>Cod produs : <strong>CN047AE</strong> <br>Compatibilitate produs : cartus original <br>Volum cerneala : 17 ml <br>Numar pagini : 1500@ acoperire 5%</p><p>Pentru echipamentele :</p><p>HP OfficeJet Pro 251DW, HP OfficeJet Pro 276DW <br>HP OfficeJet Pro 8100 N811A, HP OfficeJet Pro 8600A E-AIO (All In One), HP OfficeJet Pro 8600A Plus E-AIO <br>HP OfficeJet Pro 8610 E-AIO,   HP OfficeJet Pro 8620 e-AIO  </p><p> </p>	http://www.testshop.ro/Cartus-cerneala-hp-951xl-magenta-cn047ae	10875
Cartus cerneala HP 951XL yellow CN048AE* (CN048AE)	Tonere, cartuse, consumabile > Inkjet	15157	11935	6	FREE	<p><strong>Cartus cerneala yellow HP 951</strong>XL (HP951XL) <br>Cod produs : <strong>CN048AE</strong> <br>Compatibilitate produs : cartus original <br>Volum cerneala : 17 ml <br>Numar pagini : 1500 @ acoperire 5%</p><p>Pentru echipamentele :</p><p>HP OfficeJet Pro 251DW, HP OfficeJet Pro 276DW <br>HP OfficeJet Pro 8100 N811A, HP OfficeJet Pro 8600A E-AIO (All In One), HP OfficeJet Pro 8600A Plus E-AIO <br>HP OfficeJet Pro 8610 E-AIO,   HP OfficeJet Pro 8620 e-AIO  </p><p> </p>	http://www.testshop.ro/Cartus-cerneala-hp-951xl-yellow-cn048ae	10901
Cartus cerneala Lexmark 29 color return program (18C1429E)	Tonere, cartuse, consumabile > Inkjet	9972	7852	6	FREE	"<p> 	<strong>Cartus cerneala Lexmark 29 color return program</strong> <br> 	<strong>Cod produs : 18C1429E</strong>  ( 018C1429E) <br> 	Numar pagini - aproximativ 150 pagini la acoperire 5%</p> <p> 	Pentru imprimantele : <br> 	Lexmark X2500  Lexmark X2530  Lexmark X2550 <br> 	Lexmark X5490  Lexmark X5495 <br> 	Lexmark X5070  Lexmark X5075 <br> 	Lexmark Z1300  Lexmark Z1310  Lexmark Z1320 <br> 	Lexmark Z845</p>"	http://www.testshop.ro/p-354-cartus-cerneala-lexmark-29-color-return-program	10028
Cartus cerneala Lexmark 29A color (18C1529E)	Tonere, cartuse, consumabile > Inkjet	35838	28219	6	FREE	"<p> 	<strong>Cartus cerneala Lexmark 29A color </strong> <br> 	<strong>Cod produs : 18C1529E</strong>  ( 018C1529E) <br> 	Numar pagini - aproximativ 150 pagini la acoperire 5%</p> <p> 	Pentru imprimantele : <br> 	Lexmark X2500   Lexmark X2550 <br> 	Lexmark X5490  Lexmark X5495 <br> 	Lexmark X5070  Lexmark X5075 <br> 	Lexmark Z1300  Lexmark Z1320 <br> 	Lexmark Z845</p>"	http://www.testshop.ro/p-355-cartus-cerneala-lexmark-29a-color	10884
Cartus cerneala magenta original HP920XL - CD973AE (CD973AE)	Tonere, cartuse, consumabile > Inkjet	14778	11636	6	FREE	"<p> 	Cartus cerneala <strong>magenta original HP 920 XL </strong> (HP920XL Magenta) <br> 	Cod<strong> CD973AE</strong> <br> 	Volum cerneala 6ml pentru aproximativ 700 pagini</p> <p> 	HP OfficeJet 6000  <br> 	OfficeJet 6500, OfficeJet 6500 Wireless, OfficeJet 6500A E-AIO, OfficeJet 6500A Plus E-AIO  <br> 	OfficeJet 7000, OfficeJet Pro 7500A </p>"	http://www.testshop.ro/Cartus-cerneala-hp-920-Xl-magenta-cd973ae	10337
Cartus cerneala neagra HP300 CC640EE (CC640EE)	Tonere, cartuse, consumabile > Inkjet	16870	13283	6	FREE	"<p> 	Cartus cerneala <strong>HP 300 Black</strong> <br> 	Cod <strong>CC640EE</strong> <br> 	Volum cerneala pentru aproximativ 200 de pagini</p> <p> 	Pentru imprimantele: <br> 	HP Deskjet F4280, HP Deskjet  D2560, HP Deskjet D2660, HP Deskjet D5560, HP Deskjet F4580, HP Photosmart C4680</p>"	http://www.testshop.ro/Cartus-cerneala-neagra-hp-300-cc640ae	10694
Cartus cerneala neagra HP300XL CC641EE (CC641EE)	Tonere, cartuse, consumabile > Inkjet	11145	8776	6	FREE	"<p>Cartus cerneala <strong>neagra HP300XL (HP 300XL)</strong> <br>Cod <strong>CC641EE</strong> <br>Volum cerneala pentru aproximativ 600 de pagini</p> 	<p>Pentru echipamentele : <br>HP Deskjet F4280, HP Deskjet  D2560, HP Deskjet D2660, HP Deskjet D5560, HP Deskjet F4580, HP Photosmart C4680</p>"	http://www.testshop.ro/p-165-cartus-cerneala-neagra-hp-300-Xl-cc641ee	10668
Cartus cerneala neagra HP901 CC653AE (CC653AE)	Tonere, cartuse, consumabile > Inkjet	22053	17365	6	FREE	"<p> 	Cartus cerneala <strong>HP 901 Black</strong> <br> 	Cod<strong> CC653AE</strong> <br> 	Volum cerneala pentru aproximativ 420 pagini</p> <p> 	Pentru imprimantele: <br> 	HP Officejet J4580, HP Officejet J4660 <br> 	HP Deskjet 4524, HP Deskjet 4580, HP Deskjet 4624, HP Deskjet 4680 <br> 	 </p>"	http://www.testshop.ro/p-206-cartus-cerneala-neagra-hp-901-cc653ae	10013
Cartus cerneala neagra HP901XL CC654AE (CC654AE)	Tonere, cartuse, consumabile > Inkjet	16298	12833	6	FREE	"<p> 	Cartus cerneala <strong>HP 901 XL Black</strong> <br> 	Cod<strong> CC654AE</strong> <br> 	Volum cerneala pentru aproximativ 700 pagini</p> <p> 	Pentru imprimantele: <br> 	HP Officejet J4580, HP Officejet J4660 <br> 	HP Deskjet 4524, HP Deskjet 4580, HP Deskjet 4624, HP Deskjet 4680</p>"	http://www.testshop.ro/p-207-cartus-cerneala-neagra-hp-901XL-cc654ae	10128
Cartus cerneala neagra original HP920 CD971AE (CD971AE)	Tonere, cartuse, consumabile > Inkjet	21653	17050	6	FREE	"<p> 	Cartus cerneala neagra original <strong>HP 920 Black</strong> (HP920 Black) <br> 	Cod<strong> CD971AE</strong> <br> 	Volum cerneala 10 ml pentru aproximativ 420 pagini</p> <p> 	Pentru imprimantele:</p> <p> 	HP OfficeJet 6000  <br> 	OfficeJet 6500, OfficeJet 6500 Wireless, OfficeJet 6500A E-AIO, OfficeJet 6500A Plus E-AIO  <br> 	OfficeJet 7000, OfficeJet Pro 7500A</p>"	http://www.testshop.ro/Cartus-cerneala-neagra-hp-920-cd971ae	10756
Cartus cerneala neagra original HP920XL - CD975AE (CD975AE)	Tonere, cartuse, consumabile > Inkjet	16070	12654	6	FREE	"<p> 	Cartus cerneala neagra original <strong>HP 920XL </strong>(HP920XL Black) <br> 	Cod<strong> CD975AE</strong> <br> 	Volum cerneala pentru aproximativ 1200 pagini</p> <p> 	Pentru imprimantele: <br> 	HP Officejet 6000, HP Officejet 6500 <br> 	Printer Series 7000</p>"	http://www.testshop.ro/Cartus-cerneala-hp-920-Xl-black-cd975ae	10171
Cartus cerneala yellow original HP920XL - CD974AE (CD974AE)	Tonere, cartuse, consumabile > Inkjet	26372	20765	6	FREE	"<p> 	Cartus cerneala yellow original  <strong>HP 920XL Yellow</strong> (HP920XL Yellow) <br> 	Cod<strong> CD974AE</strong> <br> 	Volum cerneala 6ml pentru aproximativ 700 pagini</p> <p> 	HP OfficeJet 6000  <br> 	OfficeJet 6500, OfficeJet 6500 Wireless, OfficeJet 6500A E-AIO, OfficeJet 6500A Plus E-AIO  <br> 	OfficeJet 7000, OfficeJet Pro 7500A </p>"	http://www.testshop.ro/p-212-cartus-cerneala-hp-920-Xl-yellow-cd974ae	10505
Cartus extra capacitate Phaser 3330, WorkCentre 3335/3345 (106R03623)	Tonere, cartuse, consumabile > Laser	25010	19693	6	FREE	"<p> 	Cartus extra - mare capacitate  Phaser 3330, WorkCentre 3335/3345</p> <p> 	Original Xerox</p> <p> 	Capacitate: 15000 pagini</p>"	http://www.testshop.ro/index.php?route=product/product&product_id=1598	10762
CARTUS LASER TONER LEXMARK C540H1KG NEGRU (C540H1KG)	Tonere, cartuse, consumabile > Laser	33769	26590	6	FREE	"<p> 	 </p> <p> 	CARTUS LASER TONER LEXMARK C540H1KG NEGRU</p> <p> 	CuloareNEGRU</p> <p> 	Imprimante compatibileLexmark C540n </p> <p> 	Lexmark C543dn </p> <p> 	Lexmark C544n </p> <p> 	Lexmark C544dn </p> <p> 	Lexmark C544dtn </p> <p> 	Lexmark C544dw </p> <p> 	Lexmark X543dn </p> <p> 	Lexmark X544n </p> <p> 	Lexmark X544dn </p> <p> 	Lexmark X544dtn </p> <p> 	Lexmark X544dw</p> <p> 	Cod produsC540H1KG</p> <p> 	Capacitate2500, la 5% acoperire</p> <p> 	ProducatorLEXMARK</p>"	http://www.testshop.ro/index.php?route=product/product&product_id=1229	10131
Cartus mare capacitate Phaser 3330, WorkCentre 3335/3345 (106R03621)	Tonere, cartuse, consumabile > Laser	3714	2924	6	FREE	"<p> 	Cartus mare capacitate  Phaser 3330, WorkCentre 3335/3345</p> <p> 	Original Xerox</p> <p> 	Capacitate: 8600 pagini</p>"	http://www.testshop.ro/index.php?route=product/product&product_id=1597	10879
Cartus photo Canon CL-52 (CL-52)	Tonere, cartuse, consumabile > Inkjet	4448	3502	6	FREE	"<p> 	<strong>Cartus photo Canon CL-52 </strong> <br> 	<strong>Cod produs : CL-52 ( CL52 )</strong> <br> 	Volum cerneala :21 ml, aproximativ 710 pagini la 5% acoperire <br> 	 </p> <p> 	Pentru imprimantele: <br> 	Canon PIXMA iP6210D <br> 	Canon PIXMA iP6220D <br> 	Canon Pixma iP6310D</p>"	http://www.testshop.ro/p-421-cartus-photo-canon-cl-52	10780
Cartus photo HP 348 C9369AE (C9369AE)	Tonere, cartuse, consumabile > Inkjet	8917	7021	6	FREE	"<p> 	<strong>Cartus photo original  HP 348 (HP348)</strong> <br> 	Cod <strong>C9369AE</strong> <br> 	Numar pagini : 130 formate  10 x 15 cm  <br> <br> 	Pentru imprimantele : <br> 	HP DeskJet 460c, 460cb, 460wbt <br> 	HP DeskJet 5440, 5740, 5743, 5745, 5940 <br> 	HP DeskJet 6520, 6540, 6540d, 6543, 6545 <br> 	HP DeskJet 6620, 6623, 6840, 6940, 6980 <br> 	HP DeskJet 9800, 9800d <br> 	HP DeskJet D4160, D4163, D4168, D4260, D4360, D5360 <br> 	HP Officejet H470 , H470b, H470wbt Mobile Printer <br> 	HP OfficeJet 6205, 6210, 6215, 6310, 6315 <br> 	HP OfficeJet 7210, 7310, 7310xi, 7410 <br> 	HP OfficeJet J5730, J5780, J5785 <br> 	HP OfficeJet J6410, J6415, J6424, J6480 <br> 	HP OfficeJet K7100, K7103, K7108 <br> 	HP PhotoSmart 2570, 2575, 2600, 2610, 2613, 2700, 2710 <br> 	HP PhotoSmart 7850 Series, 8050, 8100 Series, 8150 <br> 	HP PhotoSmart 8450, 8450gp,   8750, 8750gp <br> 	HP PhotoSmart C3170, C3180, C3180s <br> 	HP PhotoSmart C4180, C4190, C4200, C4270, C4272, C4273, C4280 <br> 	HP PhotoSmart C4340, C4380, C4390 <br> 	HP Photosmart C4400, C4424, C4435, C4440, C4450, C4472, C4473  <br> 	HP Photosmart C4480, C4483, C4485 <br> 	HP PhotoSmart C4524, C4580, C4585, C4599 <br> 	HP Photosmart C5200, C5275, C5280, C5288 <br> 	HP PhotoSmart D5160, D5163, D5168, D5360 <br> 	HP PhotoSmart Pro B8350 <br> 	HP PSC1510, 1510s, 1600, 1610, 2350, 2355, 2355p, 2575, 2610</p>"	http://www.testshop.ro/cartus-photo-hp-348-c9368	10865
Cartus photo HP 58 C6658AE (C6658AE)	Tonere, cartuse, consumabile > Inkjet	46004	36224	6	FREE	"<p>Cartus <strong>photo</strong> <strong>HP 58</strong>  <br>Cod <strong>C6658AE</strong> <br>Volum cerneala 17ml</p> 	<p>Pentru imprimantele : <br>HP Deskjet 3620;3653;3848;450ci;5150;56540w;5650w;5 850;5850w;F2180;F325;F4180 <br>HP OFFICEJET 4212;4215v;4215xi;5610; <br>HP Photosmart 7260;7450xi;7660;7760;7762;7762w;7960</p >"	http://www.testshop.ro/cartus-photo-hp-58-	10328
Cartus toner compatibil Q2612A - FX10 (Q2612A/FX10CN)	Tonere, cartuse, consumabile > Laser	34373	27065	6	FREE	"<p> 	Cartus toner compatibil HP Q2612A si Canon FX-10 <br> 	Cod produs : <strong>Q2612A/FX10CN <br> 	</strong>Producator<strong> : CERTO <br> 	</strong></p> <p> 	Nr pagini : 2500 pag</p> <p> 	Pentru echipamentele :</p> <p> 	HP LaserJet 1010, HP LaserJet 1012, HP LaserJet 1015, HP LaserJet 1018, <br> 	HP LaserJet 1020, HP LaserJet 1022, HP LaserJet 1022N, HP LaserJet 1022NW <br> 	LaserJet 3015, LaserJet 3020, LaserJet 3030, LaserJet 3050, LaserJet 3052, LaserJet 3055, <br> 	LaserJet M1005, LaserJet M1319F</p> <p> 	Canon L100, Canon L120, Canon L140, Canon L160 <br> 	Canon MF4010, Canon MF4120, Canon  MF4140, Canon  MF4150, <br> 	Canon MF4270, Canon MF4320D, Canon  MF4330D, Canon  MF4340D <br> 	Canon MF4350D, Canon  MF4370DN, Canon MF4380DN <br> 	Canon MF4660PL, Canon  MF4690PL <br> 	Canon PCD440, Canon  PCD450</p>"	http://www.testshop.ro/Cartus-toner-compatibil-certo-q2612a-fx10	10054
Cartus toner cyan compatibil HP124A - Q6001A (Q6001ACN)	Tonere, cartuse, consumabile > Laser	1084	854	6	FREE	"<p> 	Cartus toner cyan compatibil HP 124A (HP124A cyan) <br> 	Cod produs : <strong>Q6001ACN</strong> <br> 	Producator : Certo <br> 	Nr. pagini : 2000</p> <p> 	Pentru echipamentele :</p> <p> 	HP Color LaserJet 1600, <br> 	HP  Color LaserJet 2600N <br> 	HP Color LaserJet 2605, HP  Color LaserJet 2605DN, HP Color LaserJet 2605DTN <br> 	HP Color LaserJet CM1015 MFP, HP Color LaserJet CM1017 MFP</p> <p> 	Nota: Imaginile au caracter informativ , pot sa existe diferente intre acestea si produsul respectiv</p>"	http://www.testshop.ro/Cartus-toner-cyan-compatibil-hp124a-q6001a	10935
Cartus toner cyan HP 61A Q3961A (Q3961A)	Tonere, cartuse, consumabile > Laser	35305	27799	6	FREE	"<p> 	<strong>Cartus toner cyan original HP 61A ( HP61A )</strong> <br> 	<strong>Cod produs : Q3961A</strong> <br> 	Numar pagini - aproximativ 4000 pagini la acoperire 5%</p> <p> 	Pentru echipamentele: <br> 	HP Color LaserJet 2550  HP Color LaserJet 2550L <br> 	HP Color LaserJet 2550LN  HP Color LaserJet 2550N <br> 	HP Color LaserJet 2820 <br> 	HP Color LaserJet 2830 <br> 	HP Color LaserJet 2840</p>"	http://www.testshop.ro/Cartus-toner-cyan-hp-61a-q3961a	10759
Cartus toner cyan HP CB541A (CB541A)	Tonere, cartuse, consumabile > Laser	9766	7690	6	FREE	"<p><strong>Cartus toner cyan HP CB 541A</strong> <br><strong>Cod produs : CB541A</strong> <br>Numar pagini - aproximativ 1400 pagini la acoperire 5%</p> 	<p> <br>Pentru imprimantele : <br>HP Color LaserJet CM1312 MFP <br>HP Color LaserJet CM1312nfi MFP <br>HP Color LaserJet CP1215 <br>HP Color LaserJet CP1515n</p>"	http://www.testshop.ro/Cartus-toner-cyan-hp-cb541a	10720
Cartus toner cyan HP128A original CE321A (CE321A)	Tonere, cartuse, consumabile > Laser	9342	7356	6	FREE	"<p> 	<strong>Cartus toner cyan original HP128A (HP 128A)</strong> <br> 	Cod produs : <strong>CE321A <br> 	</strong>Numar pagini : 1300 @ acoperire 5%</p> <p> 	Pentru echipamentele : <br> 	HP Color LaserJet CM1415FN MFP, HP Color LaserJet CM1415FNW MFP, <br> 	HP Color LaserJet Pro CP1525N, HP Color LaserJet Pro CP1525NW <br> 	 </p>"	http://www.testshop.ro/Cartus-toner-cyan-original-hp128-ce321a	10181
Cartus toner cyan HP81A Q7581A (Q7581A)	Tonere, cartuse, consumabile > Laser	4050	3189	6	FREE	"<p> 	<strong>Cartus toner cyan HP 81A ( HP81A )</strong> <br> 	<strong>Cod produs : Q7581A</strong> <br> 	Numar pagini - aproximativ 6000 pagini la acoperire 5%</p> <p> 	Pentru echipamentele: <br> 	HP Color LaserJet 3800  HP Color LaserJet 3800n <br> 	HP Color LaserJet 3800dn  HP Color LaserJet 3800dtn    <br> 	HP Color LaserJet CP3505  HP Color LaserJet CP3505n <br> 	HP Color LaserJet CP3505dn  HP Color LaserJet CP3505x  </p>"	http://www.testshop.ro/Cartus-toner-cyan-hp-81a-Q7581A	10002
Cartus toner cyan original HP124A - Q6001A (Q6001A)	Tonere, cartuse, consumabile > Laser	15938	12550	6	FREE	"<p> 	Cartus toner cyan  original HP 124A (HP124A cyan) <br> 	Cod produs : <strong>Q6001A </strong> <br> 	Nr. pagini : 2000</p> <p> 	Pentru echipamentele :</p> <p> 	HP Color LaserJet 1600, <br> 	HP  Color LaserJet 2600N <br> 	HP Color LaserJet 2605, HP  Color LaserJet 2605DN, HP Color LaserJet 2605DTN <br> 	HP Color LaserJet CM1015 MFP, HP Color LaserJet CM1017 MFP</p>"	http://www.testshop.ro/Cartus-toner-original-cyan-hp124a-q6001a	10844
Cartus toner galben HP128A original CE322A (CE322A)	Tonere, cartuse, consumabile > Laser	49584	39043	6	FREE	"<p> 	<strong>Cartus toner galben original HP128A (HP 128A)</strong> <br> 	Cod produs : <strong>CE322A <br> 	</strong>Numar pagini : 1300 @ acoperire 5%</p> <p> 	Pentru echipamentele : <br> 	HP Color LaserJet CM1415FN MFP, HP Color LaserJet CM1415FNW MFP, <br> 	HP Color LaserJet Pro CP1525N, HP Color LaserJet Pro CP1525NW <br> 	 </p>"	http://www.testshop.ro/Cartus-toner-galben-oem-hp128a-ce322a	10319
CARTUS TONER LEXMARK E321/E323 12A7400 (12A7400)	Tonere, cartuse, consumabile > Laser	44713	35207	6	FREE	"<p> 	Cartus toner negru original Lexmark 12A7400 <br> 	Cod produs<strong>12A7400</strong> <br> 	Capacitate3000, la 5% acoperire</p> <p> 	 <br> 	Pentru echipamentele Lexmark E321 ; Lexmark E323  ; Lexmark E323n <br> <br> 	 </p>"	http://www.testshop.ro/Cartus-toner-negru-original-lexmark-12a7400	10298
Cartus toner magenta compatibil HP124A - Q6002A (Q6002ACN)	Tonere, cartuse, consumabile > Laser	28140	22157	6	FREE	"<p> 	Cartus toner magenta compatibil HP 124A (HP124A magenta) <br> 	Cod produs : <strong>Q6002ACN</strong> <br> 	Producator : CERTO <br> 	Nr. pagini : 2000</p> <p> 	Pentru echipamentele :</p> <p> 	HP Color LaserJet 1600, <br> 	HP  Color LaserJet 2600N <br> 	HP Color LaserJet 2605, HP  Color LaserJet 2605DN, HP Color LaserJet 2605DTN <br> 	HP Color LaserJet CM1015 MFP, HP Color LaserJet CM1017 MFP</p> <p> 	Nota: Imaginile au caracter informativ , pot sa existe diferente intre acestea si produsul respectiv</p>"	http://www.testshop.ro/Cartus-toner-magenta-compatibil-certo-hp124a-q6002a	10339
Cartus toner magenta HP 83A Q7583A (Q7583A)	Tonere, cartuse, consumabile > Laser	24077	18958	6	FREE	"<p> 	<strong>Cartus toner cyan HP 83A ( HP83A )</strong> <br> 	<strong>Cod produs : Q7583A</strong> <br> 	Numar pagini - aproximativ 6000 pagini la acoperire 5%</p> <p> 	Pentru echipamentele: <br> 	HP Color LaserJet 3800  HP Color LaserJet 3800n <br> 	HP Color LaserJet 3800dn  HP Color LaserJet 3800dtn    <br> 	HP Color LaserJet CP3505  HP Color LaserJet CP3505n <br> 	HP Color LaserJet CP3505dn  HP Color LaserJet CP3505x  </p>"	http://www.testshop.ro/Cartus-toner-magenta-hp-83a	10343
Cartus toner magenta HP CB543A (CB543A)	Tonere, cartuse, consumabile > Laser	32747	25785	6	FREE	"<p><strong>Cartus toner magenta HP CB 543A</strong> <br><strong>Cod produs : CB543A</strong> <br>Numar pagini - aproximativ 1400 pagini la acoperire 5%</p> 	<p> <br>Pentru imprimantele : <br>HP Color LaserJet CM1312 MFP <br>HP Color LaserJet CM1312nfi MFP <br>HP Color LaserJet CP1215 <br>HP Color LaserJet CP1515n</p>"	http://www.testshop.ro/Cartus-toner-magenta-hp-cb543a	10863
Cartus toner magenta HP128A original CE323A (CE323A)	Tonere, cartuse, consumabile > Laser	16023	12617	6	FREE	"<p> 	<strong>Cartus toner magenta original HP128A (HP 128A)</strong> <br> 	Cod produs : <strong>CE323A <br> 	</strong>Numar pagini : 1300 @ acoperire 5%</p> <p> 	Pentru echipamentele : <br> 	HP Color LaserJet CM1415FN MFP, HP Color LaserJet CM1415FNW MFP, <br> 	HP Color LaserJet Pro CP1525N, HP Color LaserJet Pro CP1525NW <br> 	 </p>"	http://www.testshop.ro/Cartus-toner-magenta-original-hp-128a-ce323a	10056
Cartus toner magenta original HP124A - Q6002A (Q6003A)	Tonere, cartuse, consumabile > Laser	7099	5590	6	FREE	"<p> 	Cartus toner magenta original HP 124A (HP124A magenta) <br> 	Cod produs : <strong>Q6003A </strong> <br> 	Nr. pagini : 2000</p> <p> 	Pentru echipamentele :</p> <p> 	HP Color LaserJet 1600, <br> 	HP  Color LaserJet 2600N <br> 	HP Color LaserJet 2605, HP  Color LaserJet 2605DN, HP Color LaserJet 2605DTN <br> 	HP Color LaserJet CM1015 MFP, HP Color LaserJet CM1017 MFP</p>"	http://www.testshop.ro/Cartus-toner-original-magenta-HP124A-Q6002A	10111
Cartus toner negru Certo compatibil cu CF283A (CF283ACN)	Tonere, cartuse, consumabile > Laser	38549	30354	6	FREE	"<p><strong>Cartus toner negru compatibil cu CF283A (HP83A)</strong> <br>Cod produs : <strong>CF283ACN</strong> <br>Producator : Certo  <br>Numar pagini : 1500 @ acoperire 5%</p> 	<p>Pentru echipamentele : <br>HP LaserJet Pro M125A, HP LaserJet Pro M125NW, <br>HP LaserJet Pro M127FN, HP LaserJet Pro M127FW</p> 	<p> </p> 	* Imaginea prezentata are caracter informativ si nu constituie obligatie contractuala.  "	http://www.testshop.ro/Toner-negru-hp-83a-cf283a-compatibil	10180
Cartus toner negru compatibil HP124A - Q6000A (Q6000ACN)	Tonere, cartuse, consumabile > Laser	9052	7128	6	FREE	"<p> 	Cartus toner negru compatibil  HP 124A (HP124A black) <br> 	Cod produs : <strong>Q6000ACN</strong> <br> 	Producator : CERTO <br> 	Nr. pagini : 2500</p> <p> 	Pentru echipamentele :</p> <p> 	HP Color LaserJet 1600, <br> 	HP  Color LaserJet 2600N <br> 	HP Color LaserJet 2605, HP  Color LaserJet 2605DN, HP Color LaserJet 2605DTN <br> 	HP Color LaserJet CM1015 MFP, HP Color LaserJet CM1017 MFP</p> <p> 	Nota: Imaginile au caracter informativ , pot sa existe diferente intre acestea si produsul respectiv</p>"	http://www.testshop.ro/Cartus-toner-negru-compatibil-certo-hp124a-q6000a	10332
Cartus toner negru compatibil HP85A CE285A (CE285ACN)	Tonere, cartuse, consumabile > Laser	41170	32417	6	FREE	"<p> 	Cartus toner negru compatibil HP85A (HP 85A) - CE285A <br> 	Cod produs : <strong>CE285ACN <br> 	</strong>Producator<strong> : CERTO  <br> 	</strong></p> <p> 	Capacitate : 1600 pag</p> <p> 	Pentru echipamentele : <br> 	HP LaserJet M1132 MFP, HP LaserJet Pro M1212NF, HP LaserJet Pro M1217NFW <br> 	HP LaserJet Pro P1102, HP LaserJet Pro P1102W</p>"	http://www.testshop.ro/Cartus-toner-CERTO-compatibil-hp85a-ce285A	10305
Cartus toner negru HP 15A (C7115A)	Tonere, cartuse, consumabile > Laser	22597	17793	6	FREE	"<p> 	<strong>Cartus toner negru HP 15A ( HP15A )</strong> <br> 	<strong>Cod produs : C7115A</strong> <br> 	Numar pagini - aproximativ 2500 pagini la acoperire 5%</p> <p> 	Pentru echipamentele: <br> 	HP LaserJet 1000  HP LaserJet 1000W <br> 	HP LaserJet 1005MFP  HP LaserJet 1005W <br> 	HP LaserJet 1200  HP LaserJet 1200N  HP LaserJet 1200SE <br> 	HP LaserJet 1220  HP LaserJet 1220SE <br> 	HP LaserJet 3300  HP LaserJet 3300MFP <br> 	HP LaserJet 3310 <br> 	HP LaserJet 3320MFP  HP LaserJet 3320N  HP LaserJet 3320N MFP <br> 	HP LaserJet 3330  HP LaserJet 3330MFP <br> 	HP LaserJet 3380MFP</p>"	http://www.testshop.ro/Cartus-toner-negru-hp-15a	10232
