"id";"partner_id";"name";"category";"net_price";"price";"delivery_time";"delivery_cost";"description";"url"
"6207";"1";"Дамска рокля в бордо и червено FIGL M162";"zheni > rokli";"16265";"20656";"6";"0";"<p>Дамска рокля, изработена от две части. Долната част е израбоетена от имитация на кожа, а горната от мека и финна материя. </p><p>30° Пране</p><p>Полиестер 96%  <br>Еластан 4%</p><p>Полие";"http://www.testshop.bg/damska-roklia-v-bordo-i-cherveno-figl-m162.html"
"6208";"1";"Мъжка риза TOP SECRET SKL1755";"myzhe > myzhki rizi";"29660";"37668";"6";"0";"<p>Мъжка стилна риза в синьо. </p><p>Модела е класически, изработена от мек плат, като на лицевата част е по-различен. </p><p>Съчетайте с дънки или панталон. </p><p>100% Памук. </p><p>Моделът носи 42/43 и е висок 191 см</p>";"http://www.testshop.bg/mazka-riza-top-secret-skl1755.html"
"6209";"1";"Дамски кожен панталон в тъмносиньо Lenitif K231 Navy L";"zheni > pantaloni";"26847";"34096";"6";"0";"<p>Дамски кожен панталон в тъмносиньо. Моделът е подходящ за работа или по - специални поводи. </p><p>30° Пране. </p>";"http://www.testshop.bg/damski-kozen-pantalon-v-tamnosino-lenitif-k231-navy-l.html"
"6210";"1";"Дамска блуза с яка в бежово FIGL M161";"zheni > bluzi";"25353";"32198";"6";"0";"<p>Дамска блуза с половин ръкав и яка, изработена от финна и мека материя. Страхотна за ежедневния или работния стайлинг. </p><p>30° Пране</p><p>Полиестер 96%  <br>Еластан 4%</p>";"http://www.testshop.bg/damska-bluza-s-iaka-v-bezovo-figl-m161.html"
"6211";"1";"Мъжка риза TOP SECRET SKL2240";"myzhe > myzhki rizi";"27868";"35392";"6";"0";"<p>Мъжка риза изработена от мек плат имитиращ деним. </p><p>Риза с дълъг ръкав и подгави, идеална за лятото. </p><p>Съчетайте с панталон или дънки. </p><p>100% Памук. </p>";"http://www.testshop.bg/mazka-riza-top-secret-skl2240.html"
"6212";"1";"Дамска туника TOP SECRET BLACKY";"zheni > tuniki";"18745";"23806";"6";"0";"<p>Дамска туника в черно, без ръкави, с копчета. </p><p>Модела е изработен от мека материя. </p><p>Модерна и женставена. </p><p>В задната част е по - дълга, а отпред къса, в долната част има мрежеста материя. </p><p>Можете да го съчетаете с дънки или къси панталонки. </p><p>100%Полиестер. </p><p>Моделът носи размер 36 и е висок 179 см. </p>";"http://www.testshop.bg/damska-tunika-top-secret-blacky.html"
"6213";"1";"Елегантни прашки Nella в цвят бял";"beljo > prashki";"37538";"47673";"6";"0";"<p> - Предна част - комбинация от дантела и микрофибър <br> - Задна част  - дантела и микрофибър</p>";"http://www.testshop.bg/elegantni-prashki-nella-v-tzviat-bial.html"
"6214";"1";"Мъжки чорапи - два чифта TOP SECRET SSE0058";"aksesoari > chorapi";"36863";"46816";"6";"0";"<p>78% памук, 2% еластан, 2% еластодиен, 4% полипропилен, 14% полиамид. </p>";"http://www.testshop.bg/mazki-chorapi-dva-chifta-top-secret-sse0058.html"
"6215";"1";"Дамска туника в сиво Venaton";"zheni > tuniki";"1656";"2103";"6";"0";"<p>Дамска стилна туника в сиво. Моделът е с удължена кройка от страни, и скъсена от пред, страхотна за ежедневието или работа. </p><p>30° Пране. </p>";"http://www.testshop.bg/damska-tunika-v-sivo-venaton.html"
"6216";"1";"Сутиен Ellinore Big";"beljo > sutieni";"37005";"46996";"6";"0";"<p> - Сутиен от категорията Big с полуподплънка покрита с микрофибър в долната част <br> - Горна част на чашката покрита с дантела <br> - Регулируеми, неподвижни презрамки <br> </p>";"http://www.testshop.bg/stilen-sutien-big-s-dantela-v-tzviat-rozov-bordo.html"
"6217";"1";"Дамски клин TOP SECRET GREY SLE0064";"zheni > klinove";"33931";"43093";"6";"0";"<p>Дамски клин, изработен от мека материя. </p><p>Стилен и удобен, перфектен за ежедневния стайлинг. </p><p>98% Памук, 2% Еластан. </p>";"http://www.testshop.bg/damski-klin-top-secret-grey-sle0064.html"
"6218";"1";"Дамска блуза DRYWASH BLACK";"zheni > bluzi";"30201";"38355";"6";"0";"<p>Женствена блуза с къс ръкав в спортен стил. Изработена от еластичен плат. Комбинирайте я с пола, или дънки. </p><p>Моделът носи S размер и е висок 179 см. </p><p>50% Полиестер, 5% Еластан, 45% Памук. </p>";"http://www.testshop.bg/damska-bluza-top-secret-black.html"
"6219";"1";"Дамска дълга жилетка BERSHKA GREY";"zheni > zhiletki";"36694";"46602";"6";"0";"<p>Дълга фина жилетка. <br>Закопчаване с копчет. а <br>Два предни джоба. </p><p>100% Вискоза</p>";"http://www.testshop.bg/bg-product-details-8411.html"
"6220";"1";"Дамски потник TOP SECRET SPO2973";"zheni > potnici";"36538";"46403";"6";"0";"<p>Дамски потник изработен от лъскава материя. </p><p>Многи стилен, перфектен за парти в съчетание с панталон и обужки на висок ток. </p><p>95% Полиестер, 5% Еластан. </p>";"http://www.testshop.bg/damski-potnik-top-secret-spo2973.html"
"6221";"1";"Спортни обувки с лепенки в цвят черен";"deca > obuvki";"37572";"47716";"6";"0";"<p>Детски маратонки <br>Закопчаване с три лепенки</p><p>външна част-комбинация от текстил и изкуствена кожа <br>вътрешна част - текстил <br>подметка-гума</p><p>Цв ят черен</p><p> </p>";"http://www.testshop.bg/sportni-obuvki-s-lepenki-v-tzviat-cheren.html"
"6222";"1";"Дамска пола в беж Figl M538";"zheni > poli";"14809";"18807";"6";"0";"<p>Дамска пола изработена от финна материя, свободна в долната част. Страхотна за работния стайлинг, както и официални поводи. </p><p>30° Пране</p><p>Полиестер 65%  <br>Вискоза 35%</p>";"http://www.testshop.bg/damska-pola-v-bez-figl-m538.html"
"6223";"1";"Дамски дънки TOP SECRET GREY";"zheni > dynki";"16331";"20740";"6";"0";"<p>Дамски ежедневни дънки в сиво. Модела е изработен от мека еластична материя, с цветна бродерия. Страхотни за ежедневието, както идруг тип стайлинг. Съчетайте с тениска или риза. </p><p>95% Памук, 5% Еластан. </p>";"http://www.testshop.bg/damski-danki-top-secret-grey.html"
"6224";"1";"Дамско сако в черно с едно копче Venaton VT086";"zheni > saka";"34006";"43188";"6";"0";"<p>Дамско сако изработено от изключително финна материя. Страхотно за официален стайлинг. </p><p>30° Пране</p>";"http://www.testshop.bg/damsko-sako-v-cherno-s-edno-kopche-venaton-vt086.html"
"6225";"1";"Дамски пуловер в сиво Figl M514";"zheni > puloveri";"32671";"41492";"6";"0";"<p>Дамски пуловер в бяло изработен от мека и качествена материя. Страхотен за по - хладни дни. </p><p>Памук 95%  <br>Еластан 5%  <br>Вълна 100%</p><p>Препоръчително ръчно пране</p>";"http://www.testshop.bg/damski-pulover-v-sivo-figl-m514.html"
"6226";"1";"Дамско черно боди FIGL M201";"zheni > bluzi";"31397";"39874";"6";"0";"<p>Дамско боди с цип, изработено от мека материя. </p><p>Вискоза 30%  <br>Полиестер 65%  <br>Еластан 5%</p><p>30° Пране. </p>";"http://www.testshop.bg/damsko-cherveno-bodi-figl-m201.html"
"6227";"1";"Дамска гривна TROLL BLUE TNA0472";"aksesoari > bizhuta";"6003";"7624";"6";"0";"<p>Оригинален и моден аксесоар, който ще подхожда на всеки стайлинг. </p><p>100% Метал. </p>";"http://www.testshop.bg/damska-grivna-troll-blue-tna0472.html"
"6228";"1";"Сутиен Dora Soft";"beljo > sutieni";"22765";"28912";"6";"0";"<p>Сутиен със специална конструкция без банели, придържащ изключително добре бюста. Модел от тип \""Soft\"" в бяло, за жени, които желаят комфорт и удобство, но без банел. Подходящ за всякакъв размер бюст. Създаден от гладък микрофибър, нежен на докосване и следващ извивките на бюста. Горна част на чашката от дантела, придаваща на модела допълнителна елегантност, долна част - допълнително подплатена. Странична част подсилена с фин дунапрен преминаващ в презрамката и допълнително подсилващ конструкцията. Коланът на сутиена е подплатен в предната си част с тюл, а задната част е от микрофибър. Дву- или три-редова закопчалка, в зависимост от размера на бюста. </p>";"http://www.testshop.bg/stilen-sutien-soft-v-tzviat-bial.html"
"6229";"1";"Дамски пуловер TOP SECRET LG GREY";"zheni > puloveri";"29268";"37170";"6";"0";"<p>Дамски пуловер от финна материя в сиво. Модела е изработен от мек на допир плат. Страхотен за хладните дни, съчетайте с дънки или пола. </p><p>100% Памук. </p>";"http://www.testshop.bg/damski-pulover-top-secret-lg-grey.html"
"6230";"1";"Дамска риза TOP SECRET BLUE SKL2237";"zheni > rizi";"23857";"30299";"6";"0";"<p>Дамска риза изработена от мек плат. </p><p>Стилна и удобна, перфектна за ежедневния стайлинг. </p><p>Комбинирайте с дънки или панталон. </p><p>100% Вискоза. </p>";"http://www.testshop.bg/damska-riza-top-secret-blue-skl2237.html"
"6231";"1";"Дамска дънкова рокля TOP SECRET DENIM SSU1789";"izcherpani produkti";"18496";"23490";"6";"0";"<p>Дамска дънкова рокля в синьо. Модела е изработен от мека материя, страхотна за еженевието или разходка в парка. </p><p>100% Лиосел. </p><p>Размерите на марка  TOP SECRET  са леко уголемени, препоръчваме да изберете един размер по - малък, тъй като продуктите отговарят на немска номерация. </p>";"http://www.testshop.bg/damska-roklia-v-sino-top-secret-ssu1789.html"
"6232";"1";"Дамска тениска с рози TROLL RED TPO1497";"zheni > teniski";"31030";"39408";"6";"0";"<p>Дамска тениска изработена от финна материя. </p><p>Идеална за ежедневния стайлинг в комбинация с панталон или пола. </p><p>100%Памук. </p>";"http://www.testshop.bg/damska-teniska-s-rozi-troll-red-tpo1497.html"
"6233";"1";"Дамска тукина TOP SECRET";"zheni > tuniki";"15619";"19836";"6";"0";"<p>Женствена блуза с къдри в долната част на модела. </p><p>Еластичната талията допринася за удобството на модела. </p><p>Задната част е изработена от памук. </p><p>100% Полиестер. </p>";"http://www.testshop.bg/damska-tukina-top-secret.html"
"6234";"1";"Дамски топ TOP SECRET SPO3018";"zheni > teniski";"9970";"12662";"6";"0";"<p>Дамска тениска изработена от финна материя. </p><p>Идеална за ежедневния стайлинг в комбинация с панталон или пола. </p><p>100% Полиестер. </p>";"http://www.testshop.bg/damski-top-top-secret-spo3018.html"
"6235";"1";"Мъжки пуловер TOP SECRET BLACK SSW1637";"myzhe > myzhki puloveri";"27665";"35134";"6";"0";"<p>Мъжки стилен пуловер в сиво. </p><p>Модела е с класическа кройка, подходящ за ежедневието, съчетайте с риза и панталон или дънки. </p><p>30% Полиамид, 42% Вискоза, 8% Вълна, 20% Памук. </p>";"http://www.testshop.bg/mazki-pulover-top-secret-black-ssw1637.html"
"6236";"1";"Стилни прашки Perla тип бикина в цвят сметана/светлосиво";"beljo > prashki";"1387";"1761";"6";"0";"<p>- Предната част е комбинация от дантела и микрофибър <br>- Задна част композирана от микрофибър в цвят сметана</p>";"http://www.testshop.bg/stilni-prashki-perla-tip-bikina-v-tzviat-smetana-svetlosivo.html"
"6237";"1";"Дамска жилетка TOP SECRET SSW1955";"izcherpani produkti";"32800";"41656";"6";"0";"<p>Дамска жилетка изработена от мека материя, без закопчаване. </p><p>Много подходяща за ежедневния или друг тип стайлинг. </p><p>Съчетайте с панталон или пола. </p><p>45% Вълна, 20% Акрил, 35% Полиестер. </p>";"http://www.testshop.bg/damska-ziletka-top-secret-ssw1955.html"
"6238";"1";"Дамски панталон TROLL FIT BLACK";"zheni > pantaloni";"6580";"8356";"6";"0";"<p>Дамски стилен панталон в черно. Модела е изработен от мека на допир материя. С копчета и ципове на джобовете, удобен и практичен за ежедневието, съчетайте го с риза или туника. </p><p>7% Еластан, 93%Полиестер. </p><p>Моделът носи S размер и е висок 179 см. </p>";"http://www.testshop.bg/damski-pantalon-troll-fit-black.html"
"6239";"1";"Дамска блуза TROLL BLACK TBL0613";"zheni > bluzi";"4716";"5989";"6";"0";"<p>Дамска блуза с надпис и пайети. </p><p>Изработена от мека материя, подходяща за ежедневния стайлинг. </p><p>Съчетайте с панталон или дънки. </p><p>100% Памук. </p><p>Моделът носи размер S  и е висок 180 см. </p>";"http://www.testshop.bg/damska-bluza-troll-black-tbl0613.html"
"6240";"1";"Мъжко палто TOP SECRET SPZ0361";"myzhe > myzhki palta";"2214";"2812";"6";"0";"<p>Дълго мъжко палто с джобове и копчета, много топло и меко. </p><p>Идеално за ежедневния стайлинг през студените дни. </p><p>92% Полиестер, 2% Еластан, 6% Вискоза. </p>";"http://www.testshop.bg/mazko-palto-top-secret-spz0361.html"
"6241";"1";"Дамска жилетка TROLL TSW0792";"zheni > zhiletki";"11238";"14272";"6";"0";"<p>Дамска жилетка с качулга в тъмносиво. Модела е изработен от мека на допир материя, страхотна за по - хладните дни. Съчетайте с дънки или панталон. </p><p>8% Полиестер, 8% Акрил, 84% Вискоза. </p>";"http://www.testshop.bg/damska-ziletka-top-secret-tsw0792.html"
"6242";"1";"Дамски сандали на ток PATSY PRETO";"damski obuvki > sandali";"30973";"39336";"6";"0";"<p>Състав: J Lastic ароматизиран силиконов материал</p><p>Височина на тока: 7 см</p><p>Сезон: лято 2016</p><p>Страна на произход: Бразилия</p>";"http://www.testshop.bg/damski-sandali-na-tok-patsy-preto.html"
"6243";"1";"Дамска блуза TOP SECRET SSW1757";"zheni > bluzi";"26499";"33654";"6";"0";"<p>Дамска полупрозрачна блуза. </p><p>Много стилна, подходяща за ежедневния стайлинг, в комбинация с панталон или дънки. </p><p>50% Полиестер, 50%Вискоза. </p>";"http://www.testshop.bg/damska-bluza-top-secret-ssw1758.html"
"6244";"1";"Дамски пуловер TOP SECRET BROWN SSW1567";"zheni > puloveri";"13728";"17435";"6";"0";"<p>Дамски стилен пуловер с V - образно деколте. </p><p>Модела е с класическа кройка изработен от мек на допир плат. </p><p>Съчетайте с дънки или пола за ежедневния Ви стайлинг. </p><p>10% Мохер, 10% Вълна, 80% Акрил. </p>";"http://www.testshop.bg/damski-pulover-top-secret-brown-ssw1567.html"
"6245";"1";"Дамска къса пола TOP SECRET SSD1026";"zheni > poli";"4632";"5883";"6";"0";"<p>Къса дамска пола в синьо. Страхотен модел за парти или работа, съчетайте с риза или елегантен топ. </p><p>100% Полиестер. </p>";"http://www.testshop.bg/damska-kasa-pola-top-secret-ssd1026.html"
"6246";"1";"Дамски топ DRYWASH";"zheni > potnici";"34971";"44413";"6";"0";"<p>Дамски топ Drywash. Памучен топ. </p><p>Чудесен за лятото, също така и като основа за всеки тип стайлинг. </p><p>5% Еластан, 95% Памук. </p>";"http://www.testshop.bg/damski-top-top-secret.html"
"6247";"1";"Дамска тениска с апликация TROLL TPO1491";"zheni > teniski";"12862";"16335";"6";"0";"<p>Дамска тениска изработена от финна материя. </p><p>Идеална за ежедневния стайлинг в комбинация с панталон или пола. </p><p>95% Памук, 5% Еластан. </p>";"http://www.testshop.bg/damska-teniska-s-aplikatziia-top-secret-tpo1492.html"
"6248";"1";"Мъжко сако TOP SECRET";"myzhe > myzhki saka";"27134";"34460";"6";"0";"<p>Мъжко спортно - елегантно сако в комплект с елек. </p><p>Сакото е с две копчета и наклонени джобове. Елека е класически спортен модел. </p><p>Може да се носи в комбинация с панталон или дънки. </p><p>65% Полиестер, 35% Памук. </p><p>Моделът носи М размер и е висок 185 см</p><p> </p>";"http://www.testshop.bg/mazko-sako-top-secret.html"
"6249";"1";"Елегантна черна рокля Радекс с бижу";"zheni > rokli";"25385";"32239";"6";"0";"<p>Вталена рокля без ръкави,  с пришито бижу на деколтето и дължина до коляното</p><p>Състав: 75% вискоза, 20% полиестер, 5% еластан</p><p>Цвят: черен</p><p> </p>";"http://www.testshop.bg/elegantna-damska-roklia-radek-s-s-bizu-v-tzviat-cheren.html"
"6250";"1";"Бикини Edith Figi Big";"beljo > bikini";"21585";"27413";"6";"0";"<p>- Предна част: черна дантела и микрофибър в черно и графит <br>- Задна част: черен микрофибър</p>";"http://www.testshop.bg/seksapilni-bikini-edith-dalboki-s-dantela-v-tzviat-cherno-garif.html"
"6251";"1";"Мъжко елегантно палто в сиво Visent";"myzhe > myzhki palta";"32660";"41478";"6";"0";"<p>Мъжко елегантно палто в сиво. Моделът е изработен от висококачествена материя, страхотно за специални поводи и по - хладни дни. </p><p>30° Пране. </p>";"http://www.testshop.bg/mazko-elegantno-palto-v-sivo-visent.html"
"6252";"1";"Дамски шал TROLL GREEN TSA0349";"aksesoari > shalove";"24249";"30796";"6";"0";"<p>Дамски шал изработен от вискоза. </p><p>Невероятно мек и подходящ за всеки тип стайлинг. </p><p>100% Вискоза. </p>";"http://www.testshop.bg/damski-shal-troll-green-tsa03410.html"
"6253";"1";"Ваучер за подарък 50лв";"vaucheri";"29853";"37913";"6";"0";"<p>Направете подарък на вашите близки хора, като ги оставите те сами да наравят своя избор!</p>";"http://www.testshop.bg/bg-product-details-7097.html"
"6254";"1";"Мъжки панталон DRYWASH BLACK I";"myzhe > myzhki pantaloni";"20363";"25861";"6";"0";"<p>Класическите Chino панталони, направен от мека материя. </p><p>Модела е с джобове в задната част. </p><p>Идеален за всеки ден или за работа. </p><p>100% Памук. </p><p>Моделът носи размер 32 и е висок 190 см. </p>";"http://www.testshop.bg/mazki-pantalon-top-secret-black-i.html"
"6255";"1";"Мъжка тениска с класическа кройка в бежово Visent";"myzhe > myzhki teniski";"24136";"30653";"6";"0";"<p>Мъжка тениска с класическа кройка в бежово. Модела е изработен от мека на допир материя, страхотна за ежедневието. </p><p>30° Пране. </p>";"http://www.testshop.bg/mazka-teniska-s-klasicheska-kroika-v-bezovo-visent.html"
"6256";"1";"Дамска блуза TOP SECRET SSW1739";"zheni > bluzi";"11229";"14261";"6";"0";"<p>Дамска спортно - елегантна блуза. </p><p>Изключително мека, идеална за ежедневния стайлинг. </p><p>Съчетайте с дънки или панталон. </p><p>13%Еластан, 30% Полиестер, 57% Вискоза. </p><p>Модела носи размер 36 и е висок 175см. </p>";"http://www.testshop.bg/damska-bluza-top-secret-ssw1739.html"
"6257";"1";"Мъжки панталон в бежово Top Secret SSP2538";"myzhe > myzhki pantaloni";"2870";"3645";"6";"0";"<p>Мъжки панталон в бежово. Модела е изработен от мека на допир материя, подходящ за ежедневието. </p><p>98% Памук, 2% Еластан. </p>";"http://www.testshop.bg/mazki-pantalon-v-bezovo-top-secret-ssp2538.html"
"6258";"1";"Дамски спортен гащеризон в масленозелено Venaton";"zheni > gawerizoni";"12161";"15445";"6";"0";"<p>Дамски спортен гащеризон в масленозелено. Моделът в изработен от мека на допир материя, страхотен за разходка в парка или тренировка във фитнеса. </p><p>30° Пране. </p>";"http://www.testshop.bg/damski-sporten-gashterizon-v-maslenozeleno-venaton.html"
"6259";"1";"Бикини Bellucci Figi Big";"beljo > bikini";"29693";"37710";"6";"0";"<p>- Дълбоки бикини от памук и ликра в бяло в комбинация с дантела. В средата - бяла панделка</p>";"http://www.testshop.bg/elegantni-bikini-belluci-s-dantela-v-tzviat-bial.html"
"6260";"1";"Дамска блуза с V - образно деколте в синьо Venaton";"zheni > bluzi";"21278";"27023";"6";"0";"<p>Дамска блуза с V - образно деколте в светлосиньо. Модела е изработен от мека на допир материя, със страхотни флорални мотиви.  </p><p>30° Пране. </p>";"http://www.testshop.bg/damska-bluza-s-v-obrazno-dekolte-v-sino-venaton.html"
"6261";"1";"Дамска стилна риза в оранжево Veneton";"zheni > rizi";"11171";"14187";"6";"0";"<p>Дамска стилна риза в оранжево. Модела е изработен от финна материя, страхотна за работа или по - специални поводи. </p><p>30° Пране. </p>";"http://www.testshop.bg/damska-stilna-riza-v-oranzevo-veneton.html"
"6262";"1";"Дамска бяла къса рокля Lenitif K007";"zheni > rokli";"7198";"9141";"6";"0";"<p>Модела е изработен от финна и тънка материя. Лека и феерична, страхотна за летния сезон.  </p><p>30° Пране</p>";"http://www.testshop.bg/damska-biala-kasa-roklia-lenitif-k007.html"
"6263";"1";"Дамска спортна рокля TROLL TSU0590";"zheni > rokli";"20791";"26404";"6";"0";"<p>Дамска спортна рокля в сиво. Модела е изработен от мека на допир материя, страхотна за ежедневието. Съчетайте с кецове или спортни обувки. </p><p>95% Памук, 5% Еластан. </p>";"http://www.testshop.bg/damska-roklia-troll-tsu0590.html"
"6264";"1";"Дамски панталони TOP SECRET SSP1687";"zheni > pantaloni";"34651";"44007";"6";"0";"<p>Дамски стилен панталон. Модела е изработен от мека на допир материя, страхотен за работа, подходящ за ежедневието. Съчетайте с риза и сако за една завършена визия. </p><p>97% Памук, 3% Еластан. </p>";"http://www.testshop.bg/damski-pantaloni-top-secret-ssp1687.html"
"6265";"1";"Дамска разкроена пола в синьо Venaton VT051";"zheni > poli";"6987";"8873";"6";"0";"<p>Дамска пола изработена от финна матрия. Страхотна за работния или ежедневния стайлинг. </p><p>30° Пране</p>";"http://www.testshop.bg/damska-razkroena-pola-v-sino-venaton-vt051.html"
"6266";"1";"Дамски шал TOP SECRET SSA0688";"aksesoari > shalove";"38819";"49300";"6";"0";"<p>100% Акрил. </p>";"http://www.testshop.bg/damski-shal-top-secret-ssa0688.html"
"6267";"1";"Дамски панталон TOP SECRET LG BLUE";"zheni > pantaloni";"14135";"17951";"6";"0";"<p>Дамски стилен панталон. Модела е изработен от мека на допир материя, страхотен за работа, подходящ за ежедневието. Съчетайте с риза и сако за една завършена визия. </p><p>100% Памук. </p>";"http://www.testshop.bg/damski-pantalon-top-secret-lg-blue.html"
"6268";"1";"Бикини Tarra Figi";"beljo > bikini";"13913";"17670";"6";"0";"<p>- Предна част от щампиран микрофибър комбиниран с дантела <br> - Задна част изцяло от микрофибър в цвят беж</p>";"http://www.testshop.bg/stilni-bikini-tarra-s-dantela-v-tzviat-bez.html"
"6269";"1";"Дамска блуза TOP SECRET SBL0271";"zheni > bluzi";"4631";"5882";"6";"0";"<p>Дамска изчистена блуза с цип на гърба. </p><p>Идеана за ежедневния стайлинг, чудесно се вписва в комбинация с пола или панталон. </p><p>100% Полиестер. </p>";"http://www.testshop.bg/damska-bluza-top-secret-sbl0271.html"
"6270";"1";"Стилни прашки Sibila с дантела в цвят черно/беж";"beljo > prashki";"37377";"47469";"6";"0";"<p>Предна част: комбинация от дантела и черен еластичен тюл, подплътени с еластичен тюл, цвят беж <br>Задна част: черен микрофибър</p>";"http://www.testshop.bg/stilni-prashki-sibila-s-dantela-v-tzviat-cherno-bez.html"
"6271";"1";"Сексапилна нощница Caroline тюл и дантела в цвят черен";"beljo > nownici";"9748";"12380";"6";"0";"<p>- Комбинация от еластичен тюл и дантела в черно <br>- Долна част завършваща с фина, тясна дантела в черно <br>- Неподвижни и регулируеми презрамки; панделки върху презрамкитезрамки; панделки върху презрамкитеи се презрамки</p>";"http://www.testshop.bg/seksapilna-noshtnitza-caroline-tiul-i-dantela-v-tzviat-cheren.html"
"6272";"1";"Дамски спортен суичър с розов кант Katrus K276 Pink L";"zheni > suichyri";"16846";"21394";"6";"0";"<p>Дамски спортен суичър с розов кант. Моделът е подходящ за ежедневието или разходка в парка. </p><p>30° Пране. </p>";"http://www.testshop.bg/damski-sporten-suichar-s-rozov-kant-katrus-k276-pink-l.html"
"6273";"1";"Мъжки панталон TOP SECRET SSP2076";"myzhe > myzhki pantaloni";"15080";"19151";"6";"0";"<p>Мъжки спортно - елегантни панталони, изработени от мека материя. </p><p>Подходящи за работния стайлинг, както и всекидневието. </p><p>Съчетайте с блуза или риза. </p><p>100% Памук. </p><p> </p>";"http://www.testshop.bg/mazki-pantalon-top-secret-ssp2076.html"
"6274";"1";"Мъжка тениска TOP SECRET SKP0380";"izcherpani produkti";"28662";"36401";"6";"0";"<p>Мъжка стилна тениска с твърда яка в тъмносиньо. Страхотен модел, изработен от мека на допир материя, съчетайте с дънки или панталон. </p><p>100% Памук. </p>";"http://www.testshop.bg/mazka-teniska-top-secret-skp0380.html"
"6275";"1";"Елегантно боди Mia Figi с фина дантела в цвят беж";"beljo > damski bodita";"7295";"9265";"6";"0";"<p>- Чашки: тип пуш, покрити с памук/ликра, украсени с фина дантела <br>- Подплънки: подвижни <br>- Предна и задна част: комбинация от памук/ликра и фина дантела <br>- Презрамки: регулируеми, свалящи се</p>";"http://www.testshop.bg/elegantno-bodi-mia-figi-s-fina-dantela-v-tzviat-bez.html"
"6276";"1";"Сутиен Brooke Push Up";"beljo > sutieni";"1520";"1930";"6";"0";"<p>- Чашки: от дунапрен, покрити с еластична дантела <br>- Колан: еластична дантела <br>- Подплънки: подвижни <br>- Презрамки: от нов тип, в предната част широки, регулируеми, фиксирани</p>";"http://www.testshop.bg/eleganten-sutien-push-up-v-tzviat-bial-sin.html"
"6277";"1";"Дамска рокля TOP SECRET SSU1690";"zheni > rokli";"20862";"26495";"6";"0";"<p>Дамска рокля изработена от по-плътна материя. </p><p>Подходяща за ежедневния или работния стайлинг. </p><p>Съчетайте с боти на висок ток. </p><p>64% Вискоза, 16% Полиамид, 20% Прежда с метален блясък</p>";"http://www.testshop.bg/damska-roklia-top-secret-ssu1690.html"
"6278";"1";"Сутиен Dima Big";"beljo > sutieni";"29520";"37490";"6";"0";"<p> - Сутиенът е с нова конструкция на чашката от фин дунапрен <br> - Чашка покрита в долната част от черен микрофибър; черна дантела в горната част <br> - Регулируеми, неподвижни презрамки</p>";"http://www.testshop.bg/seksapilen-sutien-big-v-tzviat-cheren.html"
"6279";"1";"Дамска блуза TOP SECRET PINK I";"zheni > bluzi";"30361";"38559";"6";"0";"<p>Дамска блуза със свободна кройка. </p><p>Отворено деколте с връзки, които страхотно допълват модела.  </p><p>Прикрива страхотно несъвършенствата на тялото. </p><p>100% Полиестер. </p><p>Моделът носи размер 34 и е висок 176 см. </p><p> </p>";"http://www.testshop.bg/damska-bluza-top-secret-pink-i.html"
"6280";"1";"Мъжка риза DRYWASH";"myzhe > myzhki rizi";"5263";"6684";"6";"0";"<p>Класическа мъжка риза - каре, модел  SLIM FIT с дълги ръкави и зашит преден джоб. <br>Перфектна за всеки ден. </p><p>Моделът носи размер 42/43 и е висок 191 см. </p><p>100% Памук. </p>";"http://www.testshop.bg/mazka-riza-drywash-1.html"
"6281";"1";"Дамски пуловер TOP SECRET BLACK SSW1567";"zheni > puloveri";"9018";"11453";"6";"0";"<p>Дамски стилен пуловер с V - образно деколте. </p><p>Модела е с класическа кройка изработен от мек на допир плат. </p><p>Съчетайте с дънки или пола за ежедневния Ви стайлинг. </p><p>10% Мохер, 10% Вълна, 80% Акрил. </p>";"http://www.testshop.bg/damski-pulover-top-secret-black-ssw1567.html"
"6282";"1";"Дамска флорална ретро рокля NISSA rc7716";"zheni > rokli";"20324";"25811";"6";"0";"<p>Дамска рокля с флорални мотиви в ретро стил. Закопчава се с цип, изработена е от финна и качествена материя. Страхотен избор за летния стайлинг. Съчетайте с сандали на висок ток. </p>";"http://www.testshop.bg/damska-floralna-retro-roklia-nissa-rc7716.html"
"6283";"1";"Спортна рокля DRYWASH";"zheni > rokli";"24760";"31445";"6";"0";"<p>Спортна двуслойна рокля, имитираща блуза и пола. </p><p>Удобна и перфектна за всекидневния стайлинг. </p><p>95% Вискоза, 5% Еластан</p><p>Моделът носи размер S и е висок 180 см. </p>";"http://www.testshop.bg/sportna-roklia-drywash.html"
"6284";"1";"Дамска рокля в сиво с яка Lenitif K245";"zheni > rokli";"20378";"25880";"6";"0";"<p>Дамска рокля изработена от фин и мек плат. Страхотна за работния стайлинг, както и ежедневието. </p><p>30° Пране</p>";"http://www.testshop.bg/damska-roklia-v-sivo-s-iaka-lenitif-k245.html"
"6285";"1";"Дамски силиконови сандали FLOR 02";"damski obuvki > sandali";"10562";"13414";"6";"0";"<p>Дамски ароматизирани силиконови сандали, модел FLOR 02, с матово покритие, с приятен лек и свеж аромат на лимон; златисти метални капси, декорирани с метално лого Lemon Jelly. Антибактериална омекотена стелка със златист бранд на логото. </p>";"http://www.testshop.bg/damski-silikonovi-sandali-flor-02.html"
